4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,16,17,18,19,20,4,4,4,4,0,1,1,1,1,1,68,68,4,4,4,4,4,4
4,4,4,4,4,4,0,32,33,34,35,36,1,1,1,1,65,34,34,34,34,34,64,68,68,68,68,4,4,4
4,4,4,4,4,34,34,48,49,50,51,52,34,34,34,34,34,34,34,34,34,34,34,34,64,68,68,68,4,4
4,4,4,4,34,34,34,64,65,66,67,68,34,34,34,34,34,34,53,54,55,34,34,34,34,64,2,4,4,4
4,4,4,4,34,34,34,34,34,34,34,34,34,34,34,34,34,34,69,70,71,34,34,34,34,34,34,4,4,4
4,4,4,4,34,34,34,4,4,4,49,81,34,34,34,8,6,6,6,37,6,6,24,34,34,34,34,4,4,4
4,4,4,4,34,34,34,4,4,4,4,34,34,34,34,5,34,34,34,5,34,34,34,34,34,34,34,4,4,4
4,4,4,34,34,34,34,4,0,1,2,34,34,34,34,5,34,34,34,5,34,34,34,34,34,34,34,4,4,4
4,4,4,34,34,34,34,4,16,17,18,34,34,34,34,5,34,34,34,5,34,34,34,34,34,34,34,4,4,4
4,4,4,34,34,34,34,34,34,34,34,34,34,34,37,21,6,6,6,7,34,34,34,34,34,34,34,4,4,4
4,4,4,4,34,34,34,34,34,34,34,34,34,34,22,39,34,34,34,34,34,34,34,34,34,34,4,4,4,4
4,4,4,4,4,34,34,34,34,34,34,34,34,34,34,5,34,34,34,34,34,34,34,34,34,34,4,4,4,4
4,4,4,4,4,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,4,4,4,4
4,4,4,4,4,4,4,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,4,4,4,4,4
4,4,4,4,4,4,4,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,34,34,34,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
